FIPS,Geographic Identifier,Area Name,Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,File identification,Logical Record Number,State (FIPS Code),County of current residence,Census Tract,Block Group,Total Population,Area Total:,Area Total: Area (Land),Area Total: Area (Water),Total Population:,Total Population: Under 5 Years,Total Population: 5 to 9 Years,Total Population: 10 to 14 Years,Total Population: 15 to 17 Years,Total Population: 18 to 24 Years,Total Population: 25 to 34 Years,Total Population: 35 to 44 Years,Total Population: 45 to 54 Years,Total Population: 55 to 64 Years,Total Population: 65 to 74 Years,Total Population: 75 to 84 Years,Total Population: 85 Years and Over,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Average Household Size,Median Household Income (In 2019 Inflation Adjusted Dollars),Occupied Housing Units,Occupied Housing Units: 1 Room,Occupied Housing Units: 2 Rooms,Occupied Housing Units: 3 Rooms,Occupied Housing Units: 4 Rooms,Occupied Housing Units: 5 Rooms,Occupied Housing Units: 6 Rooms,Occupied Housing Units: 7 Rooms,Occupied Housing Units: 8 Rooms,Occupied Housing Units: 9 or More Rooms,Median Year Structure Built,Median Gross Rent,Owner-Occupied Housing Units
1.70E+11,15000US170318046064,Block Group 4,"Block Group 4, Census Tract 8046.06, Cook County, Illinois",il,150,0,ACSSF,11605,17,31,804606,4,2560,0.5332288,0.5332288,0,2560,104,187,186,58,143,317,290,381,533,288,73,0,2560,1987,13,0,399,0,53,108,2.59,99615,984,0,18,33,134,144,158,14,325,158,1984,1471,832
1.70E+11,15000US170318046071,Block Group 1,"Block Group 1, Census Tract 8046.07, Cook County, Illinois",il,150,0,ACSSF,11606,17,31,804607,1,2254,0.3368406,0.326373,0.01046762,2254,61,150,177,117,169,264,278,388,378,200,72,0,2254,1727,14,0,453,0,19,41,3.18,112440,709,0,0,0,35,60,100,224,145,145,1977,,693
1.70E+11,15000US170318046072,Block Group 2,"Block Group 2, Census Tract 8046.07, Cook County, Illinois",il,150,0,ACSSF,11607,17,31,804607,2,2160,0.5112263,0.5112263,0,2160,96,36,160,40,265,227,274,333,289,169,255,16,2160,1588,15,0,289,0,0,268,2.95,111289,733,0,0,0,43,38,144,204,94,210,1977,2131,637
1.70E+11,15000US170318046073,Block Group 3,"Block Group 3, Census Tract 8046.07, Cook County, Illinois",il,150,0,ACSSF,11608,17,31,804607,3,1537,0.3555712,0.3555542,1.70E-05,1537,60,56,71,57,228,54,191,423,195,81,121,0,1537,1312,0,0,138,0,87,0,3.26,111429,472,0,0,0,14,68,62,124,97,107,1976,,457
1.70E+11,15000US170318046074,Block Group 4,"Block Group 4, Census Tract 8046.07, Cook County, Illinois",il,150,0,ACSSF,11609,17,31,804607,4,1288,0.2158585,0.2158585,0,1288,119,76,0,0,147,249,157,66,250,159,33,32,1288,905,0,0,181,0,0,202,2.22,54409,580,0,16,30,312,138,11,31,29,13,1977,1411,193
1.70E+11,15000US170318046081,Block Group 1,"Block Group 1, Census Tract 8046.08, Cook County, Illinois",il,150,0,ACSSF,11610,17,31,804608,1,1380,0.3143065,0.3143065,0,1380,89,68,53,76,135,176,140,210,209,112,101,11,1380,822,24,0,236,0,247,51,2.57,85500,538,11,0,36,159,124,103,58,29,18,1975,1713,422
1.70E+11,15000US170318046082,Block Group 2,"Block Group 2, Census Tract 8046.08, Cook County, Illinois",il,150,0,ACSSF,11611,17,31,804608,2,505,0.173395,0.173395,0,505,37,48,22,9,33,57,61,43,98,63,34,0,505,415,0,0,62,0,0,28,2.7,75781,187,0,0,0,0,24,39,26,38,60,1956,,172
1.70E+11,15000US170318046083,Block Group 3,"Block Group 3, Census Tract 8046.08, Cook County, Illinois",il,150,0,ACSSF,11612,17,31,804608,3,1544,0.5648358,0.5601563,0.004679558,1544,90,143,35,47,22,78,299,280,314,174,62,0,1544,906,10,0,523,0,36,69,2.16,115500,716,0,0,35,151,167,147,88,46,82,1986,1626,553
1.70E+11,15000US170318046091,Block Group 1,"Block Group 1, Census Tract 8046.09, Cook County, Illinois",il,150,0,ACSSF,11613,17,31,804609,1,2429,0.6162859,0.6162859,0,2429,133,196,164,119,72,195,458,409,319,266,98,0,2429,972,47,0,1302,0,34,74,2.87,143413,847,34,0,0,163,69,25,28,75,453,1992,1627,686
1.70E+11,15000US170318046092,Block Group 2,"Block Group 2, Census Tract 8046.09, Cook County, Illinois",il,150,0,ACSSF,11614,17,31,804609,2,1466,0.3017674,0.3017674,0,1466,46,66,30,40,62,254,171,201,300,242,54,0,1466,690,103,33,503,0,18,119,2.1,73625,699,14,27,85,98,315,130,0,0,30,1981,1517,345
1.70E+11,15000US170318046093,Block Group 3,"Block Group 3, Census Tract 8046.09, Cook County, Illinois",il,150,0,ACSSF,11615,17,31,804609,3,1800,0.5710192,0.5710192,0,1800,100,44,43,93,292,273,158,303,214,179,68,33,1800,1230,0,0,492,0,0,78,2.44,98040,739,12,36,147,245,25,48,55,59,112,1990,1640,398
1.70E+11,15000US170318046101,Block Group 1,"Block Group 1, Census Tract 8046.10, Cook County, Illinois",il,150,0,ACSSF,11616,17,31,804610,1,1669,0.4434175,0.4342738,0.009143672,1669,76,108,73,57,95,177,201,270,328,191,75,18,1669,1107,26,0,466,0,0,70,2.15,66981,777,0,0,43,258,263,83,40,13,77,1980,1475,611
1.70E+11,15000US170318046102,Block Group 2,"Block Group 2, Census Tract 8046.10, Cook County, Illinois",il,150,0,ACSSF,11617,17,31,804610,2,636,0.1978766,0.1978766,0,636,19,0,8,0,16,225,88,33,133,63,42,9,636,622,0,0,14,0,0,0,1.83,68672,347,8,0,34,137,87,58,8,15,0,1985,1373,205
1.70E+11,15000US170318046111,Block Group 1,"Block Group 1, Census Tract 8046.11, Cook County, Illinois",il,150,0,ACSSF,11618,17,31,804611,1,1441,0.3813979,0.3813979,0,1441,98,51,130,68,86,108,244,156,222,202,59,17,1441,1291,20,0,130,0,0,0,2.72,97685,530,0,0,18,86,79,53,95,88,111,1977,1650,467
1.70E+11,15000US170318046112,Block Group 2,"Block Group 2, Census Tract 8046.11, Cook County, Illinois",il,150,0,ACSSF,11619,17,31,804611,2,1974,0.2486286,0.2486286,0,1974,135,150,112,25,63,202,291,229,345,226,151,45,1974,1445,28,0,419,0,11,71,2.08,71786,948,0,34,109,315,204,36,82,116,52,1980,1328,712
1.70E+11,15000US170318046113,Block Group 3,"Block Group 3, Census Tract 8046.11, Cook County, Illinois",il,150,0,ACSSF,11620,17,31,804611,3,1003,0.3542912,0.3542912,0,1003,36,72,72,38,70,54,113,176,126,120,105,21,1003,825,0,28,113,0,0,37,2.84,111172,353,0,0,0,13,30,123,74,42,71,1974,,334
1.70E+11,15000US170318047011,Block Group 1,"Block Group 1, Census Tract 8047.01, Cook County, Illinois",il,150,0,ACSSF,11621,17,31,804701,1,1415,0.131196,0.131196,0,1415,51,230,152,83,37,183,277,213,68,121,0,0,1415,468,251,0,284,0,412,0,2.95,83137,479,0,0,0,12,122,120,144,32,49,,,392
1.70E+11,15000US170318047012,Block Group 2,"Block Group 2, Census Tract 8047.01, Cook County, Illinois",il,150,0,ACSSF,11622,17,31,804701,2,974,0.116265,0.1094017,0.006863352,974,122,22,116,0,36,307,131,86,75,64,15,0,974,475,186,0,246,0,0,67,2.3,62143,424,0,0,0,78,168,130,30,0,18,1977,,289
1.70E+11,15000US170318047013,Block Group 3,"Block Group 3, Census Tract 8047.01, Cook County, Illinois",il,150,0,ACSSF,11623,17,31,804701,3,1735,4.109264,4.073622,0.03564264,1735,106,32,9,148,50,273,264,200,114,316,64,159,1735,1077,132,0,210,0,233,83,1.86,59044,818,63,22,208,176,67,111,128,13,30,1977,1126,427
1.70E+11,15000US170318047014,Block Group 4,"Block Group 4, Census Tract 8047.01, Cook County, Illinois",il,150,0,ACSSF,11624,17,31,804701,4,1998,0.5540257,0.5403175,0.01370817,1998,127,84,38,165,221,578,311,192,159,73,50,0,1998,347,87,0,761,0,675,128,2.7,83250,740,39,75,146,214,161,58,18,0,29,1976,1415,259
1.70E+11,15000US170318047051,Block Group 1,"Block Group 1, Census Tract 8047.05, Cook County, Illinois",il,150,0,ACSSF,11625,17,31,804705,1,1150,0.3937381,0.3757403,0.01799777,1150,85,54,122,10,67,177,229,124,186,85,0,11,1150,748,0,0,307,0,28,67,2.85,90139,403,0,12,33,50,60,13,45,74,116,1970,,338
1.70E+11,15000US170318047052,Block Group 2,"Block Group 2, Census Tract 8047.05, Cook County, Illinois",il,150,0,ACSSF,11626,17,31,804705,2,1777,0.1433725,0.1433725,0,1777,234,164,86,81,108,300,243,205,140,157,31,28,1777,767,166,93,392,0,325,34,2.83,49813,629,0,17,73,282,118,103,20,16,0,1975,1404,351
1.70E+11,15000US170318047053,Block Group 3,"Block Group 3, Census Tract 8047.05, Cook County, Illinois",il,150,0,ACSSF,11627,17,31,804705,3,1543,0.2184304,0.2184304,0,1543,31,26,162,8,208,113,79,321,257,247,68,23,1543,734,228,0,167,0,396,18,2.75,76406,561,0,12,28,156,118,103,54,48,42,1976,1375,453
1.70E+11,15000US170318047061,Block Group 1,"Block Group 1, Census Tract 8047.06, Cook County, Illinois",il,150,0,ACSSF,11628,17,31,804706,1,1349,0.375184,0.3717206,0.003463336,1349,113,81,75,65,95,168,167,137,215,179,50,4,1349,997,0,0,278,0,21,53,3.21,107115,420,0,0,0,0,15,73,40,101,191,1971,2133,394
1.70E+11,15000US170318047062,Block Group 2,"Block Group 2, Census Tract 8047.06, Cook County, Illinois",il,150,0,ACSSF,11629,17,31,804706,2,1092,0.2757094,0.2757094,0,1092,84,55,57,51,96,207,111,154,141,88,14,34,1092,751,22,0,61,0,129,129,3.21,116912,340,0,0,0,4,24,61,72,59,120,1969,,320
1.70E+11,15000US170318047091,Block Group 1,"Block Group 1, Census Tract 8047.09, Cook County, Illinois",il,150,0,ACSSF,11630,17,31,804709,1,1249,0.306947,0.306947,0,1249,38,45,142,17,217,144,155,226,99,166,0,0,1249,641,44,0,502,0,44,18,2.76,44485,452,35,14,52,0,148,164,15,16,8,1972,1157,250
1.70E+11,15000US170318047092,Block Group 2,"Block Group 2, Census Tract 8047.09, Cook County, Illinois",il,150,0,ACSSF,11631,17,31,804709,2,1462,0.1665104,0.1606695,0.005840954,1462,160,95,51,108,122,323,257,128,180,17,21,0,1462,714,137,0,330,0,234,47,2.9,57128,504,20,10,91,156,119,38,35,23,12,1969,1121,188
1.70E+11,15000US170318047093,Block Group 3,"Block Group 3, Census Tract 8047.09, Cook County, Illinois",il,150,0,ACSSF,11632,17,31,804709,3,861,0.2637437,0.2593012,0.004442492,861,0,0,0,0,0,9,41,33,49,45,166,518,861,807,0,0,54,0,0,0,1.11,48125,603,52,100,266,50,44,44,25,11,11,1980,1168,250
1.70E+11,15000US170318047094,Block Group 4,"Block Group 4, Census Tract 8047.09, Cook County, Illinois",il,150,0,ACSSF,11633,17,31,804709,4,1640,0.1991299,0.1991299,0,1640,76,76,84,75,241,223,189,319,216,76,46,19,1640,617,84,0,425,0,483,31,3.05,73500,538,0,0,26,36,163,199,88,8,18,1966,,452
1.70E+11,15000US170318047095,Block Group 5,"Block Group 5, Census Tract 8047.09, Cook County, Illinois",il,150,0,ACSSF,11634,17,31,804709,5,791,0.2512915,0.2512915,0,791,77,25,44,38,89,69,122,111,161,55,0,0,791,630,0,0,29,0,64,68,3.42,80809,231,0,0,0,17,40,84,47,14,29,1959,,222
1.70E+11,15000US170318047101,Block Group 1,"Block Group 1, Census Tract 8047.10, Cook County, Illinois",il,150,0,ACSSF,11635,17,31,804710,1,977,0.2343532,0.2343532,0,977,23,68,39,51,17,112,154,165,205,118,25,0,977,791,12,19,108,0,14,33,2.78,132500,352,0,0,0,0,41,137,73,64,37,1974,,343
1.70E+11,15000US170318047102,Block Group 2,"Block Group 2, Census Tract 8047.10, Cook County, Illinois",il,150,0,ACSSF,11636,17,31,804710,2,926,0.2321505,0.2321505,0,926,69,32,33,38,52,133,142,110,211,72,26,8,926,745,0,0,143,0,31,7,2.68,103462,346,0,0,0,0,83,115,39,73,36,1961,,307
1.70E+11,15000US170318047103,Block Group 3,"Block Group 3, Census Tract 8047.10, Cook County, Illinois",il,150,0,ACSSF,11637,17,31,804710,3,1299,0.2528186,0.2399451,0.01287342,1299,105,45,17,36,33,353,130,223,183,131,26,17,1299,734,163,0,270,0,50,82,2.19,69412,592,0,0,9,232,166,58,102,25,0,1975,1368,336
1.70E+11,15000US170318047104,Block Group 4,"Block Group 4, Census Tract 8047.10, Cook County, Illinois",il,150,0,ACSSF,11638,17,31,804710,4,565,0.1445671,0.1445671,0,565,21,30,19,24,28,39,55,76,104,103,59,7,565,498,0,0,18,0,49,0,2.59,70625,218,0,0,0,0,16,36,62,49,55,1974,,218
1.70E+11,15000US170318047111,Block Group 1,"Block Group 1, Census Tract 8047.11, Cook County, Illinois",il,150,0,ACSSF,11639,17,31,804711,1,2831,0.1961619,0.1961619,0,2831,414,139,136,37,216,1237,167,148,177,73,69,18,2831,984,359,0,917,0,501,70,2.56,68565,1108,18,36,388,526,121,4,0,0,15,1982,1357,0
1.70E+11,15000US170318047112,Block Group 2,"Block Group 2, Census Tract 8047.11, Cook County, Illinois",il,150,0,ACSSF,11640,17,31,804711,2,999,0.1057163,0.1057163,0,999,0,17,59,68,80,68,206,146,167,188,0,0,999,690,53,0,256,0,0,0,2.15,66917,464,0,0,22,68,152,66,99,33,24,1979,,450
1.70E+11,15000US170318047113,Block Group 3,"Block Group 3, Census Tract 8047.11, Cook County, Illinois",il,150,0,ACSSF,11641,17,31,804711,3,2993,0.4138595,0.4138595,0,2993,120,252,271,101,123,355,522,483,466,183,117,0,2993,1422,16,81,1343,0,114,17,2.72,77984,1101,0,0,59,293,292,207,129,70,51,1982,1478,856
1.70E+11,15000US170318047114,Block Group 4,"Block Group 4, Census Tract 8047.11, Cook County, Illinois",il,150,0,ACSSF,11642,17,31,804711,4,910,0.1159932,0.09177379,0.02421942,910,146,0,43,69,28,170,75,137,144,26,72,0,910,420,91,10,206,0,54,129,3.16,84643,288,0,0,0,74,74,52,12,64,12,1977,,288
1.70E+11,15000US170318047121,Block Group 1,"Block Group 1, Census Tract 8047.12, Cook County, Illinois",il,150,0,ACSSF,11643,17,31,804712,1,2111,0.2564552,0.2405486,0.01590664,2111,133,47,131,74,114,702,249,258,204,119,62,18,2111,879,442,0,579,0,192,19,2.69,75000,786,0,0,96,260,188,141,58,28,15,1979,1680,288
1.70E+11,15000US170318047122,Block Group 2,"Block Group 2, Census Tract 8047.12, Cook County, Illinois",il,150,0,ACSSF,11644,17,31,804712,2,1110,0.203406,0.203406,0,1110,43,135,63,49,83,104,215,60,136,139,76,7,1110,926,44,0,77,0,30,33,3.1,86894,358,0,0,0,0,31,119,120,45,43,1975,,341
1.70E+11,15000US170318047123,Block Group 3,"Block Group 3, Census Tract 8047.12, Cook County, Illinois",il,150,0,ACSSF,11645,17,31,804712,3,2004,0.4821922,0.4756327,0.00655949,2004,142,131,86,89,84,236,225,269,391,283,51,17,2004,1420,0,0,407,0,48,129,3.02,134191,663,9,0,8,9,44,89,76,216,212,1979,,647
1.70E+11,15000US170318047131,Block Group 1,"Block Group 1, Census Tract 8047.13, Cook County, Illinois",il,150,0,ACSSF,11646,17,31,804713,1,2109,0.1685475,0.1685475,0,2109,173,148,77,71,285,575,335,141,272,32,0,0,2109,611,477,0,762,0,222,37,2.76,85694,764,50,62,237,220,179,16,0,0,0,1979,1482,0
1.70E+11,15000US170318047132,Block Group 2,"Block Group 2, Census Tract 8047.13, Cook County, Illinois",il,150,0,ACSSF,11647,17,31,804713,2,1636,0.1466524,0.1466524,0,1636,142,150,18,110,125,475,308,142,86,21,59,0,1636,591,0,0,1027,0,18,0,2.51,90435,652,50,48,359,116,0,16,16,0,47,1976,1393,213
1.70E+11,15000US170318047133,Block Group 3,"Block Group 3, Census Tract 8047.13, Cook County, Illinois",il,150,0,ACSSF,11648,17,31,804713,3,830,0.1304462,0.1304462,0,830,62,146,0,0,50,67,155,66,147,54,49,34,830,741,0,21,68,0,0,0,2.72,96047,305,0,0,0,38,17,66,101,50,33,1964,,305
1.70E+11,15000US170318047134,Block Group 4,"Block Group 4, Census Tract 8047.13, Cook County, Illinois",il,150,0,ACSSF,11649,17,31,804713,4,1298,0.1857754,0.1857754,0,1298,90,75,49,66,136,89,261,97,355,64,16,0,1298,703,0,0,111,0,422,62,3.78,163047,343,0,0,0,14,48,95,105,64,17,1966,,343
1.70E+11,15000US170318047141,Block Group 1,"Block Group 1, Census Tract 8047.14, Cook County, Illinois",il,150,0,ACSSF,11650,17,31,804714,1,912,0.1180909,0.1180909,0,912,132,49,33,4,58,215,156,134,60,33,31,7,912,742,0,0,153,0,0,17,2.3,76563,396,0,25,47,152,57,38,24,39,14,1980,1661,266
1.70E+11,15000US170318047142,Block Group 2,"Block Group 2, Census Tract 8047.14, Cook County, Illinois",il,150,0,ACSSF,11651,17,31,804714,2,969,0.4273414,0.4196259,0.00771548,969,10,37,44,62,72,76,174,122,182,82,84,24,969,644,0,0,292,0,9,24,2.48,74167,390,0,0,0,14,85,90,99,43,59,1965,,390
1.70E+11,15000US170318047143,Block Group 3,"Block Group 3, Census Tract 8047.14, Cook County, Illinois",il,150,0,ACSSF,11652,17,31,804714,3,1288,0.3528738,0.3484406,0.004433225,1288,58,56,138,15,56,217,180,189,209,94,54,22,1288,1034,0,10,65,0,75,104,2.94,91346,438,0,0,0,13,90,60,50,70,155,1968,,422
1.70E+11,15000US170318047151,Block Group 1,"Block Group 1, Census Tract 8047.15, Cook County, Illinois",il,150,0,ACSSF,11653,17,31,804715,1,1873,0.1498598,0.1498598,0,1873,72,136,219,243,205,112,223,345,207,111,0,0,1873,753,131,0,265,0,659,65,3.24,50588,578,19,22,17,178,122,60,101,48,11,1973,1145,333
1.70E+11,15000US170318047152,Block Group 2,"Block Group 2, Census Tract 8047.15, Cook County, Illinois",il,150,0,ACSSF,11654,17,31,804715,2,1305,0.1778167,0.1778167,0,1305,115,87,50,16,79,264,137,173,212,126,46,0,1305,590,12,0,565,0,109,29,2.63,51875,493,11,29,95,168,49,98,22,9,12,1975,1135,292
1.70E+11,15000US170318047161,Block Group 1,"Block Group 1, Census Tract 8047.16, Cook County, Illinois",il,150,0,ACSSF,11655,17,31,804716,1,1418,0.3766446,0.3766446,0,1418,120,46,145,46,49,140,218,242,121,192,48,51,1418,826,17,0,423,0,59,93,2.89,103015,491,0,0,0,9,59,109,84,100,130,1983,2170,442
1.70E+11,15000US170318047162,Block Group 2,"Block Group 2, Census Tract 8047.16, Cook County, Illinois",il,150,0,ACSSF,11656,17,31,804716,2,2278,0.4096378,0.4096378,0,2278,142,136,234,86,172,265,328,371,379,76,54,35,2278,935,141,56,978,0,69,99,3.35,92260,680,0,0,21,83,129,127,134,66,120,1986,1917,595
1.70E+11,15000US170318047163,Block Group 3,"Block Group 3, Census Tract 8047.16, Cook County, Illinois",il,150,0,ACSSF,11657,17,31,804716,3,979,0.1090588,0.1090588,0,979,20,19,74,22,118,152,123,172,152,71,44,12,979,649,25,0,275,0,30,0,2.44,94205,401,7,6,61,60,43,73,80,34,37,1975,1176,247
1.70E+11,15000US170318048031,Block Group 1,"Block Group 1, Census Tract 8048.03, Cook County, Illinois",il,150,0,ACSSF,11658,17,31,804803,1,1091,1.223312,1.20706,0.01625181,1091,29,96,131,23,65,71,147,285,170,57,17,0,1091,767,77,48,199,0,0,0,2.79,137446,391,0,0,0,42,21,56,78,86,108,1992,,391
1.70E+11,15000US170318048032,Block Group 2,"Block Group 2, Census Tract 8048.03, Cook County, Illinois",il,150,0,ACSSF,11659,17,31,804803,2,1570,0.2334563,0.2334563,0,1570,123,135,102,19,34,136,317,263,156,207,63,15,1570,951,35,0,486,0,25,73,2.64,77198,595,0,0,60,207,16,34,120,130,28,1979,1458,491
1.70E+11,15000US170318048033,Block Group 3,"Block Group 3, Census Tract 8048.03, Cook County, Illinois",il,150,0,ACSSF,11660,17,31,804803,3,3376,0.7460946,0.7460946,0,3376,255,283,307,206,201,368,531,331,454,233,177,30,3376,2648,29,0,439,0,243,17,2.95,67227,1146,18,17,91,170,208,258,78,176,130,1977,1368,691
1.70E+11,15000US170318048041,Block Group 1,"Block Group 1, Census Tract 8048.04, Cook County, Illinois",il,150,0,ACSSF,11661,17,31,804804,1,1150,0.1616888,0.1616888,0,1150,0,0,103,15,165,153,89,207,281,112,25,0,1150,588,87,0,340,0,135,0,2.88,69375,400,0,0,0,0,68,38,167,26,101,1964,,389
1.70E+11,15000US170318048042,Block Group 2,"Block Group 2, Census Tract 8048.04, Cook County, Illinois",il,150,0,ACSSF,11662,17,31,804804,2,2320,0.8109455,0.8109455,0,2320,117,219,39,73,274,377,542,187,284,69,139,0,2320,1104,305,152,704,0,55,0,2.21,83882,1051,97,39,197,385,146,59,97,14,17,1980,1292,336
1.70E+11,15000US170318048043,Block Group 3,"Block Group 3, Census Tract 8048.04, Cook County, Illinois",il,150,0,ACSSF,11663,17,31,804804,3,1289,0.1022507,0.1022507,0,1289,90,135,58,66,247,118,135,78,127,40,195,0,1289,533,0,0,349,0,407,0,4.03,51011,320,0,0,0,0,0,112,95,73,40,1967,,269
1.70E+11,15000US170318048044,Block Group 4,"Block Group 4, Census Tract 8048.04, Cook County, Illinois",il,150,0,ACSSF,11664,17,31,804804,4,1572,0.8144686,0.7945794,0.01988928,1572,122,10,80,38,65,280,162,294,294,104,73,50,1572,1209,0,21,341,0,0,1,2.22,81546,705,0,13,103,208,63,186,57,12,63,1988,1553,596
1.70E+11,15000US170318048051,Block Group 1,"Block Group 1, Census Tract 8048.05, Cook County, Illinois",il,150,0,ACSSF,11665,17,31,804805,1,1214,0.2827975,0.2827975,0,1214,100,58,56,25,24,117,182,97,247,196,77,35,1214,871,29,0,275,0,0,39,2.22,72070,547,0,0,49,102,150,143,23,0,80,1971,1433,465
1.70E+11,15000US170318048052,Block Group 2,"Block Group 2, Census Tract 8048.05, Cook County, Illinois",il,150,0,ACSSF,11666,17,31,804805,2,911,0.1428651,0.1428651,0,911,55,102,55,73,23,47,149,132,81,164,15,15,911,711,0,0,200,0,0,0,3.12,103438,292,0,0,0,9,11,61,43,78,90,1974,,281
1.70E+11,15000US170318048053,Block Group 3,"Block Group 3, Census Tract 8048.05, Cook County, Illinois",il,150,0,ACSSF,11667,17,31,804805,3,1325,0.2904357,0.2904357,0,1325,49,21,26,33,264,203,204,198,210,55,62,0,1325,782,18,0,486,0,39,0,2.92,63609,453,0,0,0,0,73,189,79,75,37,1965,,409
1.70E+11,15000US170318048054,Block Group 4,"Block Group 4, Census Tract 8048.05, Cook County, Illinois",il,150,0,ACSSF,11668,17,31,804805,4,3031,0.558969,0.558969,0,3031,400,86,213,137,123,423,395,386,394,419,32,23,3031,2314,80,199,139,0,157,142,2.82,101494,1075,0,0,0,101,165,234,254,176,145,1982,1963,988
1.70E+11,15000US170318048061,Block Group 1,"Block Group 1, Census Tract 8048.06, Cook County, Illinois",il,150,0,ACSSF,11669,17,31,804806,1,799,0.08672512,0.08672512,0,799,71,93,33,56,121,68,131,110,77,39,0,0,799,374,18,0,57,0,350,0,3.9,72411,205,0,0,0,15,62,86,2,26,14,1974,,205
1.70E+11,15000US170318048062,Block Group 2,"Block Group 2, Census Tract 8048.06, Cook County, Illinois",il,150,0,ACSSF,11670,17,31,804806,2,1555,0.1678216,0.1678216,0,1555,164,71,95,111,166,210,203,268,177,90,0,0,1555,1027,9,0,136,0,190,193,4.31,90804,361,31,0,0,0,42,84,98,43,63,1969,1702,299
1.70E+11,15000US170318048063,Block Group 3,"Block Group 3, Census Tract 8048.06, Cook County, Illinois",il,150,0,ACSSF,11671,17,31,804806,3,1576,0.1945901,0.1945901,0,1576,63,118,141,59,200,203,275,283,73,70,68,23,1576,1147,176,0,76,0,135,42,3.18,47346,495,0,0,60,41,230,53,31,50,30,1973,1649,310
1.70E+11,15000US170318048071,Block Group 1,"Block Group 1, Census Tract 8048.07, Cook County, Illinois",il,150,0,ACSSF,11672,17,31,804807,1,1151,0.1706993,0.1706993,0,1151,25,119,131,57,43,151,230,148,156,24,13,54,1151,1003,0,0,60,0,29,59,3.26,111726,353,0,0,0,8,8,66,156,92,23,1965,2180,298
1.70E+11,15000US170318048072,Block Group 2,"Block Group 2, Census Tract 8048.07, Cook County, Illinois",il,150,0,ACSSF,11673,17,31,804807,2,1023,0.1489903,0.1489903,0,1023,97,79,75,43,71,71,186,165,124,63,49,0,1023,757,0,0,161,0,41,64,3.56,106250,287,0,0,0,0,29,99,78,28,53,1966,,287
1.70E+11,15000US170318048073,Block Group 3,"Block Group 3, Census Tract 8048.07, Cook County, Illinois",il,150,0,ACSSF,11674,17,31,804807,3,2036,0.3452549,0.3452549,0,2036,31,189,201,104,69,221,362,232,258,256,94,19,2036,1440,59,0,344,0,193,0,2.75,66650,741,0,8,82,125,209,138,109,56,14,1973,1101,627
1.70E+11,15000US170318048074,Block Group 4,"Block Group 4, Census Tract 8048.07, Cook County, Illinois",il,150,0,ACSSF,11675,17,31,804807,4,1187,0.2480587,0.2480587,0,1187,50,86,64,80,127,90,254,181,95,84,49,27,1187,775,47,0,87,0,245,33,3.17,104583,375,0,0,0,8,48,107,113,58,41,1965,,348
1.70E+11,15000US170318048081,Block Group 1,"Block Group 1, Census Tract 8048.08, Cook County, Illinois",il,150,0,ACSSF,11676,17,31,804808,1,693,0.190209,0.190209,0,693,61,40,75,14,34,41,110,89,110,37,82,0,693,474,80,0,103,0,5,31,2.94,105000,236,0,0,0,0,67,44,46,37,42,1969,,232
1.70E+11,15000US170318048082,Block Group 2,"Block Group 2, Census Tract 8048.08, Cook County, Illinois",il,150,0,ACSSF,11677,17,31,804808,2,1417,0.2110778,0.2110778,0,1417,48,99,150,87,125,101,208,203,200,120,72,4,1417,771,0,0,199,0,388,59,3.84,108750,369,5,0,0,0,46,138,72,55,53,1973,,366
1.70E+11,15000US170318048083,Block Group 3,"Block Group 3, Census Tract 8048.08, Cook County, Illinois",il,150,0,ACSSF,11678,17,31,804808,3,508,0.1899129,0.1899129,0,508,26,18,15,0,24,33,57,64,99,110,47,15,508,478,10,0,20,0,0,0,2.28,93036,223,0,0,0,0,26,34,90,43,30,1972,,209
1.70E+11,15000US170318048091,Block Group 1,"Block Group 1, Census Tract 8048.09, Cook County, Illinois",il,150,0,ACSSF,11679,17,31,804809,1,1448,0.2715912,0.2715912,0,1448,41,63,82,58,100,203,176,219,206,216,64,20,1448,1244,165,0,11,0,10,18,2.86,90563,507,0,0,18,0,104,74,168,69,74,1967,1867,410
